TimeStamp,cc:d5:39:a0:cd:b4,cc:d5:39:e9:5c:a1,24:01:c7:08:b3:f1,24:01:c7:08:b3:fa,cc:d5:39:a0:cd:b0,cc:d5:39:e9:5c:a0,cc:d5:39:a0:cd:be,34:a8:4e:c6:22:00,24:01:c7:08:b3:fc,34:a8:4e:c6:22:04,cc:d5:39:89:6c:b1,cc:d5:39:e9:5c:a2,24:01:c7:6c:fc:52,cc:d5:39:e9:5c:a4,cc:d5:39:a0:cd:b5,24:01:c7:6c:fc:54,24:01:c7:08:b3:f2,34:a8:4e:c6:22:05,24:01:c7:08:b3:fe,24:01:c7:6c:fc:50,24:01:c7:33:7f:a5,24:01:c7:33:7f:a0,cc:d5:39:89:6c:b2,cc:d5:39:a0:cd:bd,cc:d5:39:a0:cd:b1,cc:d5:39:e9:5c:a5,24:01:c7:08:b3:f5,24:01:c7:08:b3:f0,24:01:c7:33:7f:aa,cc:d5:39:a0:cd:bf,cc:d5:39:a0:cd:ba,24:01:c7:6c:fc:55,34:a8:4e:c6:22:01,cc:d5:39:89:6c:b4,cc:d5:39:a0:cd:b2,24:01:c7:33:7f:a4,24:01:c7:33:7f:ac,24:01:c7:08:b3:fb,24:01:c7:08:b3:ff,24:01:c7:6c:fc:51,24:01:c7:08:b3:fd,34:a8:4e:c6:22:02,24:01:c7:33:7f:ae,24:01:c7:6c:fc:5f,24:01:c7:6c:fc:5b,cc:d5:39:a0:cd:bc,cc:d5:39:89:6c:b5,24:01:c7:33:7f:a1,24:01:c7:6c:fc:5d,24:01:c7:6c:fc:5a,24:01:c7:33:7f:a2,24:01:c7:6c:fc:5c,24:01:c7:33:7f:ab,cc:d5:39:e5:b3:85,24:01:c7:33:7f:ad,24:01:c7:08:b3:f4,cc:d5:39:a0:cd:bb,24:01:c7:33:7f:af,24:01:c7:6c:fc:5e,cc:d5:39:e5:b3:81,88:75:56:44:c6:e0,58:97:1e:f7:73:b5,cc:d5:39:e5:b3:82,cc:d5:39:e5:b3:80,cc:d5:39:e5:b3:84,58:97:1e:f7:73:b1,24:01:c7:77:3e:a0,24:01:c7:77:3e:a4,24:01:c7:77:3e:a5,24:01:c7:b0:92:21,24:01:c7:b0:92:22,cc:d5:39:e5:b3:8e,24:01:c7:77:3e:a2,cc:d5:39:e5:b3:8c,cc:d5:39:e5:b3:8a,e0:d1:73:ff:ee:55,88:75:56:44:c6:e4,88:75:56:44:c6:e5,58:97:1e:f7:73:b2,cc:d5:39:e5:b3:8d,e0:d1:73:ff:ee:51,58:97:1e:f7:73:b4,e0:d1:73:ff:ee:52,cc:d5:39:e5:b3:8f,cc:d5:39:e5:b3:8b,e0:d1:73:ff:ee:54,58:97:1e:f7:73:b0,88:75:56:44:c6:e1,e0:d1:73:ff:ee:50,88:75:56:44:c6:e2,cc:d5:39:25:b4:34,cc:d5:39:25:b4:30,cc:d5:39:25:b4:35,88:75:56:44:c6:ea,58:97:1e:f7:73:bb,58:97:1e:f7:73:bd,58:97:1e:f7:73:bf,88:75:56:44:c6:ef,58:97:1e:f7:73:be,24:01:c7:ca:81:00,88:75:56:44:c6:ed,24:01:c7:ca:81:04,24:01:c7:ca:81:02,88:75:56:44:c6:eb,24:01:c7:ca:81:0c,00:19:a9:a3:78:e0,88:75:56:44:c6:ec,cc:d5:39:25:b4:31,24:01:c7:ca:81:0d,58:97:1e:f7:73:ba,88:75:56:44:c6:ee,cc:d5:39:25:b4:32,58:97:1e:f7:73:bc,24:01:c7:ca:81:0f,24:01:c7:ca:81:05,24:01:c7:ca:81:0e,24:01:c7:ca:81:01,24:01:c7:ca:81:0a,24:01:c7:ca:81:0b,34:a8:4e:a2:a3:96,34:a8:4e:a2:a3:91,34:a8:4e:a2:a3:9b,34:a8:4e:a2:a3:95,34:a8:4e:a2:a3:9d,34:a8:4e:a2:a3:93,34:a8:4e:a2:a3:9e,34:a8:4e:a2:a3:9c,34:a8:4e:a2:a3:99,88:75:56:4b:3a:51,34:a8:4e:e9:e0:f1,88:75:56:4b:3a:56,34:a8:4e:a2:a3:92,34:a8:4e:e9:e0:f2,34:a8:4e:a2:a3:9f,34:a8:4e:a2:a3:9a,88:75:56:4b:3a:50,88:75:56:4b:3a:55,34:a8:4e:b0:4f:c6,88:75:56:4b:3a:53,34:a8:4e:b0:4f:c2,34:a8:4e:b0:4f:c1,34:a8:4e:e9:e0:f5,34:a8:4e:e9:e0:f0,34:a8:4e:e9:e0:f3,c0:62:6b:0a:26:d5
1453855978660,-76,-77,-88,-90,-76,-75,-86,,-89,,,-77,,,,,,,,,,,,,-79,-75,,-86,-62,-88,-89,,,,-79,-66,-63,,,,,,-66,,,-87,,-61,,,-67,,,,-63,,-90,-64,,-82,-85,-61,-82,-85,-86,-55,,,,,,,,,,-84,-86,-85,-56,,-82,,-81,,,-83,-60,,-82,-86,,,,,-76,-76,-76,,-72,-69,,,-75,,,,,,-78,-72,,,-73,-77,-70,-83,-71,-74,-80,-71,-71,,-78,-72,-71,-72,-72,-74,-84,-85,-85,-71,-84,-73,-72,-85,-84,-87,-86,-87,-88,,,,
1453855979634,-76,-77,-88,-90,-76,-71,-86,,-89,,,-77,,,,,,,,,-63,,,-83,-76,-72,-84,-86,-60,-83,-89,,,,-79,-66,-63,,,,,,-66,,,-87,,-61,,,-67,,-62,,-58,-87,-86,-58,,-86,-85,-62,-82,-85,-86,-55,,,,,,,,,-88,-84,-86,-85,-56,,-82,-62,-81,-89,-90,-81,-63,-85,-81,-84,,,,,-78,-76,-76,,-72,-66,,,-75,,,,,,-76,-72,,,-73,-76,-67,-77,-71,-74,-80,-81,-79,-87,-78,-72,-79,-72,-72,-74,-84,-85,-85,-79,-84,-87,-86,-85,-84,-87,-86,-87,-87,,,,
1453855980613,-76,-77,,-90,-79,-71,-82,,-89,,,-78,,-79,-81,,,,,,-63,-67,,-83,-76,-72,-84,-86,-60,-83,-89,,,,-79,-69,-63,,,,,,-65,,,-87,,-61,,,-70,,-66,-88,-66,-87,-86,-66,,-86,-85,-62,-82,-88,-86,-67,,,,,,,,,-88,-84,-86,-85,-65,,-82,-65,-81,-89,-90,-81,-63,-85,-84,-84,,,,,-78,-77,-77,,-78,-66,,-65,-64,,-70,,,,-69,-72,,,-73,-69,-67,-77,,-69,-80,-81,-79,-87,-85,-87,-87,-87,-72,-88,-84,-85,-85,-79,-84,-87,-86,-85,-84,-87,-86,-87,-87,,,,
1453855981588,-77,-77,,,-79,-71,-82,,,,,-78,,-79,-81,,,,,,-63,-67,,-83,-76,-72,-84,-86,-60,-83,-89,,,,-77,-69,-63,,,,,,-65,,,-88,,-66,,,-67,,-66,-88,-66,-87,-86,-66,,-86,-86,-62,-86,-88,-86,-66,,,,,,,,,-88,-86,-86,-85,-65,,,-65,-81,-89,-90,-81,-63,-85,-84,-84,,,,,-78,-77,-77,,-78,-66,,-65,-64,,-70,,,,-70,-79,,,-78,-70,-67,-77,-67,-69,-73,-85,-79,-87,-85,-87,-87,-87,-72,-88,,,,-79,,-87,-88,-85,-84,-87,-86,-87,-87,,,,
1453855982526,-77,-77,,,-79,-78,-82,,,,,-78,,-78,-81,,,,,,-72,-67,,-89,-79,-72,-84,-86,-72,-89,,,,,-77,-69,-63,,,,,,-65,,,-88,,-66,,,-67,,-71,-88,-69,-87,-86,-69,,-86,-86,-67,-86,-88,-86,-66,,,,,,,,,-88,-86,,-85,-65,,,-65,-85,-89,-90,-86,-68,-88,-86,-88,,,,,-82,-81,-82,,-78,-66,,-66,-64,,-70,,,,-71,-79,,,-78,-71,-69,-70,-67,-69,-73,-85,-83,-87,-85,-87,-87,-87,-72,-88,,,,-79,,-87,-87,-85,-84,,,,-87,,,,
1453855983470,-77,-77,,,-79,-77,-82,,,,,-78,,-78,-81,,,,,,-66,-67,,-85,-80,-72,-84,-86,-72,-85,,,,,-77,-69,,,,,,,-65,,,-88,,-66,,,-67,,-71,-88,-71,-87,-86,-72,,-86,-86,-70,-86,-88,-86,-66,,,,,,,,,-88,-86,,-85,-65,,,-68,-85,-89,-90,-86,-68,-87,-82,-87,,,,,-84,-84,-84,,-78,-62,,-62,-64,,-70,,,,-70,-79,,,-78,-71,-62,-70,-67,-69,-73,-83,-84,-88,-85,-87,-85,-87,,-88,,,,-79,,-87,-87,,,,,,-87,,,,
1453855984416,-77,-77,,,-79,-79,-82,,,,,-79,,-79,-84,,,,,,-72,-67,,-85,-83,-81,,,-72,-88,,,,,-77,-69,,,,,,,-65,,,-88,,-66,,,-67,,-70,-88,-70,,-86,-71,,,-86,-70,-86,-88,-86,-66,,,,,,,,,,-86,,-85,-65,,,-66,-84,,,-86,-66,-84,-85,-84,,,,,-84,-82,-84,,-78,-58,,-59,-64,,-65,,,,-67,-79,,,-78,-67,-57,-65,-67,-69,-73,-83,-83,-85,-85,-87,-82,-87,,-88,,,,,,-84,-87,,,,,,,,,,
1453855985344,-77,-77,,,,-81,,,,,,-79,,-81,-83,,,,,,-72,,,-87,-83,-81,,,-72,-87,,,,,-77,,,,,,,,,,,-88,,-66,,,-67,,-68,-88,-67,,-87,-67,,,-86,-70,-86,,-86,-66,,,,,,,,,,-86,,,,,,-72,-85,,,-83,-71,-84,-85,-85,,,,,-84,-84,-84,,,-55,,-55,,,-65,,,,-65,-79,,,-78,-65,-57,-65,-67,,-73,-83,-77,-82,,-81,-76,,,,,-84,,-77,-84,-83,-87,,,,,,,-82,-83,-84,
1453855986264,,,,,,-81,,,,,,-79,,-81,-83,,,,,,-74,,,-88,-84,-80,,,-75,-87,,,,,,,,,,,,,,,,,,,,,,,-73,-88,-75,,-90,-75,,,,-70,,,,,,,,,,,,,,,,,,,,-72,-85,,,-84,-72,-84,-84,-85,,,,,-84,-84,-85,,,-58,,-55,,,-65,,,,-67,,,,,-67,-56,-67,,,,-75,-75,-78,,-81,-75,,,,,-79,,-75,-79,-77,-77,,-87,,,,,-79,-80,-78,-87
1453855987231,,,,,,-81,,,,,,-79,,-81,-83,,,,,,-74,,,-88,-86,-83,,,-81,-87,,,,,-86,,-78,,,,,,,,,,,,,,,,-73,-88,-76,,-90,-76,,,,-70,,,,,,,,,,,,,,,,,,,,-72,-85,,,-84,-72,-84,-84,-85,,,,,-88,-84,-89,,,-58,,-55,,,-65,,,,-65,-88,,,,-66,-56,-67,,,-70,-77,-75,-78,,-81,-75,,-79,,,-80,,-75,-80,-77,-81,,-87,,-88,,,-80,-80,-80,-87
1453855988189,,-87,,,,-81,,,,,,-79,,-81,-83,,,,,,-74,-77,,-88,-86,-83,,,-81,-87,,,,,-86,-77,-78,,,,,,-75,,,,,,,,,,-73,-88,-75,,-90,-75,,,,-70,,,,-77,,,,,,,,,,,,,-77,,,-72,-85,,,-84,-72,-84,-84,-85,,,,,-88,-84,-89,,,-58,,-55,-62,,-65,,,,-67,-90,,,,-66,-56,-67,-62,-66,-67,-77,-75,-78,,-81,-75,-81,-79,-80,,-77,,-75,-76,-77,-81,,-87,,-88,,,-80,-80,-77,-87
1453855989144,,-87,,,,-85,,,,,,-86,,-86,-83,,,,,,-80,-83,,-88,-86,-83,,,-81,-87,,,,,-86,-82,-78,,,,,,-75,,,,,,,,,,-81,-88,-81,,-90,-78,,,,-70,,,,-77,,,,,,,,,,,,,-78,,,-78,-85,,,-84,-78,,-84,-85,,,,,-88,-84,-89,,,-60,,-62,-62,,-68,,,,-67,-90,,,,-67,-56,-67,-62,-70,-67,-77,-75,-85,-77,-85,-77,-81,-79,-85,,-77,,-75,-77,-77,-81,,-87,,-88,,,-80,-80,-77,-87
1453855990050,,-87,,,,-85,,,,,,-82,,-86,,,,,,,-80,-79,,-88,-86,-83,,,-81,,,,,,-86,-79,-78,,,,,,-75,,,,,,,,,,-80,,-80,,-90,-78,,,,-70,,,,-81,,,,,,,,,,,,,-80,,,-80,,,,-84,-78,,-84,,,,,,-88,-84,-89,,,-60,,-57,-58,,-66,,,,-65,-90,,,,-65,-56,-67,-58,-64,-67,-77,-78,-85,-78,-84,-78,-83,-79,-83,,-81,,-78,-81,-77,-81,,-87,,-88,,,-80,-80,-81,-87
1453855990965,,-87,,,,-88,,,,,,-82,,-86,,,,,,,-83,-79,,,-86,-86,,,-78,,,,,,-86,-79,-78,,,,,,-75,,,,,,,,,,-78,,-80,,,-78,,,,-80,,,,-81,,,,,,,,,,,,,-80,,,-80,,,,,-80,,,,,,,,-88,,-89,,,-58,,-59,-58,,-66,,,,-61,-90,,,,-61,-58,-61,-58,-64,-67,-78,-78,-85,-78,-84,-79,-83,-79,-83,,-81,,-78,-81,-85,-81,,-87,,-88,,,-83,-82,-81,
1453855991884,,-87,,,,-88,,,,,,-82,,-86,,,,,,,-83,-79,,,,-86,,,-81,,,,,,,-79,-81,,,,,,-75,,,,,,,,,,-78,,-80,,,-78,,,,-83,,,,-81,,,,,,,,,,,,,-80,,,-80,,,,,-80,,,,,,,,,,-89,,,-58,,-59,-58,,-66,,,,-63,-90,,,,-63,-60,-61,-58,-64,-64,-75,-76,-85,-78,-84,-76,-83,-81,-83,,-81,,-76,-81,-85,-82,,,,,,,-78,-82,-79,
1453855992814,,,,,,-88,,,,,,-82,,-86,,,,,,,-83,-79,,,,-86,,,-81,,,,,,,-85,-83,,,,,,-83,,,,,,,,,,-78,,-80,,,-78,,,,-83,,,,-84,,,,,,,,,,,,,-80,,,-80,,,,,-80,,,,,,,,,,-89,,,-58,,-59,-58,,-66,,,,-71,,,,,-71,-60,-61,-66,-64,-70,-75,-78,-85,-78,-84,-78,-87,-87,-83,,-86,,-79,-81,-85,-82,,,,,,,-78,-82,-79,
1453855993758,,,,,,-88,,,,,,-82,,,,,,,,,-83,-79,,,,-86,,,-81,,,,,,,-83,-83,,,,,,-83,,,,,,,,,,-78,,-82,,,-78,,,,-83,,,,-84,,,,,,,,,,,,,-80,,,-80,,,,,-80,,,,,,,,,,-89,,,-58,,-59,-68,,-66,,,,-75,,,,,-75,-60,-61,-68,-76,-73,-75,-78,-85,-79,-84,-79,-88,-87,-88,,-84,,-79,-85,-85,-82,,,,,,,-78,-82,-79,
1453855994684,,,,,,-88,,,,,,,,,,,,,,,-83,,,,,-86,,,-81,,,,,,,-83,-80,,,,,,-80,,,,,,,,,,-78,,-82,,,-78,,,,-83,,,,-84,,,,,,,,,,,,,,,,-80,,,,,-80,,,,,,,,,,-89,,,-58,,-59,-68,,,,,,-63,,,,,-63,-60,-61,-68,-76,-63,-75,-79,-85,-79,,-79,-82,-82,-88,,-85,,-80,-85,-85,-82,,,,,,,-78,-82,-79,
1453855995620,,,,,,,,,,,,,,,,,,,,,,-86,,,,,,,-81,,,,,,,-85,-80,,,,,,-81,,,,,,,,,,,,-83,,,,,,,-83,,,,-83,,,,,,,,,,,,,-83,,,,,,,,,,,,,,,,,,,,,,,,-63,,-73,,,,-72,,,,,-72,-60,,-63,-74,-63,-75,-81,,-81,,-82,-86,-82,-88,,-85,,-81,-85,,-82,,,,,,,-78,,-79,
1453855996524,,,,,,,,,,,,-87,,-85,,,,,,,,-80,,,,,,,,,,,,,,-81,-80,,,,,,-77,,,,,,,,-81,,-79,,-78,,,,,,,,,,,-82,,,,,,,,,,,,,-83,,,-81,,,,,,,,,,,,,,,,,,,,-65,-65,,-77,,,,-77,,,,,-77,,,-63,-77,-63,,-81,,-82,-88,-83,-86,-82,-86,,-85,,-81,-85,,,,,,,,,,,,
1453855997441,,,,,,,,,,,,-87,,-88,,,,,,,-84,-80,,,,-87,,,-85,,,,,,,-81,-80,,,,,,-77,,,,,,,,-81,,-83,,-78,,,-84,,,,-82,,,,-82,,,,,,,,,,,,,-83,,,-81,,,,,-82,,,,,,,,,,,,,-69,,-68,-65,,-77,,,,-72,,,,,-72,-67,-77,-63,-77,-63,-82,-82,,-82,-88,-83,-86,-82,-86,,-85,,-81,-85,,,,,,,,,,,,
1453855998371,,,,,,,,,,,,-87,,-88,,,,,,,-84,-80,,,,-87,,,-85,,,,,,,-81,-80,,,,,,-77,,,,,-86,,,-81,,-83,,-78,,,-84,,,,-82,,,,-82,,,,,,,,,,,,,-83,,,-81,,,,,-82,,,,,,,,,,,,,-69,,-68,-65,,-77,,,,-79,,,,,-78,-71,-77,-63,-77,-81,-87,-82,,-82,-88,-83,-86,-82,-86,,-85,,-81,,,,,,,,,,,,,
1453855999279,,,,,,,,,,,,-87,,-88,,,,,,,-84,-80,,,,-87,,,-85,,,,,,,-81,,,,,,,-77,,,,,-86,,,-81,,-83,,-78,,,-84,,,,-82,,,,-82,,,,,,,,,,,,,-83,,,-81,,,,,-82,,,,,,,,,,,,,-69,,-68,-65,,-77,,,,-85,,,,,-86,-71,-77,-74,-77,-86,-87,-82,,-82,-88,-83,-86,,-86,,,,-81,,,,,,,,,,,,,
1453856000203,,,,,,,,,,,,-87,,-88,,,,,,,-84,-80,,,,-87,,,-85,,,,,,,-81,,,,,,,-77,,,,,-86,,,-81,,-83,,-78,,,-84,,,,-82,,,,-82,,,,,,,,,,,,,,,,-81,,,,,-82,,,,,,,,,,,,,-69,,-79,-78,,-90,,,,-85,,,,,-89,-71,-77,-78,-88,-86,-87,-82,,-82,-88,-83,-86,,-86,,,,,,,,,,,,,,,,,
1453856001122,,,,,,,,,,,,,,-88,,,,,,,-84,,,,,-87,,,-85,,,,,,,,,,,,,,,,,,,-86,,,,,-83,,,,,-84,,,,-82,,,,,,,,,,,,,,,,,,,,-81,,,,,-82,,,,,,,,,,,,,-79,,-78,-78,,-85,,,,-85,,,,,-89,-71,-77,-78,-84,-86,-87,-82,,,,,,,,,,,,,,,,,,,,,,,,
1453856002021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,-82,-78,,-85,,,,-85,,,,,-89,-81,-90,-78,-84,-86,-87,,,,,,,,,,,,,,,,,,,,,,,,,
1453856002922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,-82,-78,,-85,,,,-89,,,,,-89,-81,-90,-84,-84,-89,,,,,,,,,,,,,,,,,,,,,,,,,,
1453856003821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,-84,-84,,-90,,,,-89,,,,,-89,-81,-90,-84,-88,-89,,,,,,,,,,,,,,,,,,,,,,,,,,
1453856004700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,-84,-84,,-90,,,,-89,,,,,,-85,-90,-84,-88,-89,,,,,,,,,,,,,,,,,,,,,,,,,,
1453856005594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,-81,-84,,-90,,,,-89,,,,,,-85,-90,-84,-88,-89,,,,,,,,,,,,,,,,,,,,,,,,,,
1453856006509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,-81,-84,,-90,,,,-89,,,,,,-82,,-84,-88,-89,,,,,,,,,,,,,,,,,,,,,,,,,,
1453856007403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,-81,-84,,-90,,,,,,,,,,-82,,-85,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453856008309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,-84,,,,,,,,,,,,-82,,-85,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453856009225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,,-84,-85,,,,,,,,,,,,-82,,-85,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453856010104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,,-84,-85,,,,,,,,,,,,-82,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453856010992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,,-85,-85,,,,,,,,,,,,-86,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453856011877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,,-85,-85,,,,,,,,,,,,-86,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453856012770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,,-85,-85,,,,,,,,,,,,-86,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453856013663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,,-85,,,,,,,,,,,,,-86,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453856014546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,-86,,,,,,,,,,,,,-86,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453856015439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,-86,,,,,,,,,,,,,,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453856016309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453856017202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453856018081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453856018955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453856019817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453856020689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453856021570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453856022445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453856023305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453856024199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453856025080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453856025948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453856026834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
